,loan_amnt,int_rate,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,recoveries,collection_recovery_fee,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,executive,senior,emp_length_yrs,term_yrs,bad_loan,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,sub_grade_A1,sub_grade_A2,sub_grade_A3,sub_grade_A4,sub_grade_A5,sub_grade_B1,sub_grade_B2,sub_grade_B3,sub_grade_B4,sub_grade_B5,sub_grade_C1,sub_grade_C2,sub_grade_C3,sub_grade_C4,sub_grade_C5,sub_grade_D1,sub_grade_D2,sub_grade_D3,sub_grade_D4,sub_grade_D5,sub_grade_E1,sub_grade_E2,sub_grade_E3,sub_grade_E4,sub_grade_E5,sub_grade_F1,sub_grade_F2,sub_grade_F3,sub_grade_F4,sub_grade_F5,sub_grade_G1,sub_grade_G2,sub_grade_G3,sub_grade_G4,sub_grade_G5,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,pymnt_plan_n,pymnt_plan_y,application_type_INDIVIDUAL,application_type_JOINT
179669,21750.0,19.52,64000.0,12.06,0.0,0.0,17.0,0.0,18769.0,43.9,36.0,0.0,0.0,0.0,0.0,0.0,63868.0,42800.0,0,1,1,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
163604,25000.0,11.99,68000.0,17.1,0.0,2.0,17.0,0.0,13883.0,46.9,42.0,0.0,0.0,0.0,0.0,0.0,226466.0,29600.0,0,0,5,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
51788,15850.0,12.12,43900.0,21.08,0.0,2.0,22.0,1.0,2743.0,22.3,39.0,1946.36,19.4635999942,0.0,0.0,385.0,196992.0,12300.0,0,0,9,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
151412,8000.0,19.99,25000.0,8.16,0.0,0.0,6.0,0.0,7032.0,86.8,19.0,0.0,0.0,0.0,0.0,0.0,7032.0,8100.0,0,0,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
110800,16000.0,7.69,62600.0,21.53,1.0,0.0,10.0,0.0,5830.0,31.7,31.0,0.0,0.0,0.0,0.0,0.0,185784.0,18400.0,0,1,10,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
40488,10000.0,19.05,300000.0,10.8,0.0,4.0,16.0,0.0,26146.0,69.5,40.0,0.0,0.0,0.0,0.0,0.0,633700.0,37600.0,0,0,4,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
80721,28000.0,12.12,136000.0,11.88,0.0,1.0,8.0,0.0,35135.0,81.1,20.0,0.0,0.0,0.0,0.0,0.0,156884.0,43300.0,0,0,10,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
56349,20000.0,15.8,102000.0,15.18,2.0,2.0,12.0,0.0,34882.0,76.4,33.0,0.0,0.0,0.0,0.0,0.0,285054.0,45632.0,0,0,3,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
27945,11300.0,15.88,49000.0,12.78,0.0,0.0,6.0,0.0,4490.0,65.1,18.0,0.0,0.0,0.0,0.0,0.0,16597.0,6900.0,0,0,10,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
26193,5000.0,10.64,100000.0,7.34,0.0,2.0,10.0,0.0,28328.0,66.6,21.0,0.0,0.0,0.0,0.0,0.0,29659.0,42511.0,0,0,10,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
154383,10000.0,12.99,57600.0,32.73,0.0,1.0,10.0,0.0,6177.0,42.0,39.0,1179.95,11.7995,0.0,0.0,0.0,19152.0,14700.0,0,0,3,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
9760,5000.0,17.76,65000.0,0.48,0.0,1.0,2.0,1.0,329.0,20.6,14.0,0.0,0.0,0.0,0.0,0.0,329.0,1600.0,0,0,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
74058,18400.0,17.27,57000.0,27.66,0.0,1.0,15.0,0.0,13005.0,56.3,39.0,0.0,0.0,0.0,0.0,0.0,204930.0,23080.0,0,0,2,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
151482,35000.0,18.25,103851.0,10.39,1.0,0.0,14.0,0.0,27640.0,32.4,35.0,0.0,0.0,0.0,0.0,100.0,258414.0,85300.0,0,0,10,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
69873,6000.0,13.11,50000.0,2.47,0.0,0.0,6.0,1.0,3290.0,33.6,20.0,0.0,0.0,0.0,0.0,0.0,222958.0,9800.0,0,0,10,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
8948,15000.0,10.99,78000.0,10.78,0.0,0.0,12.0,0.0,12858.0,26.7,21.0,0.0,0.0,0.0,0.0,386.0,15702.0,48200.0,0,0,6,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
160070,7975.0,14.47,36000.0,13.63,0.0,1.0,8.0,0.0,6286.0,39.3,24.0,0.0,0.0,0.0,0.0,0.0,8168.0,16000.0,0,1,3,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3887,11100.0,16.24,43000.0,0.75,0.0,0.0,4.0,0.0,1393.0,15.5,9.0,0.0,0.0,0.0,0.0,0.0,1393.0,9000.0,0,0,7,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
144981,6000.0,11.99,68000.0,12.94,0.0,1.0,23.0,0.0,19682.0,30.7,41.0,0.0,0.0,0.0,0.0,0.0,157572.0,64100.0,0,0,10,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
49685,35000.0,18.75,165000.0,5.72,0.0,1.0,7.0,0.0,200020.0,75.8,19.0,0.0,0.0,0.0,0.0,0.0,590991.0,222800.0,0,0,0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
119798,16000.0,12.99,45000.0,23.12,0.0,1.0,6.0,1.0,6131.0,44.1,16.0,0.0,0.0,0.0,0.0,0.0,33883.0,13900.0,0,0,0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
35859,5375.0,11.55,22000.0,29.45,0.0,0.0,7.0,0.0,4188.0,46.5,9.0,0.0,0.0,0.0,0.0,0.0,16395.0,9000.0,0,0,4,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
36477,35000.0,20.8,83000.0,7.59,0.0,2.0,4.0,0.0,12207.0,69.6,20.0,0.0,0.0,0.0,0.0,0.0,304928.0,17545.0,0,0,6,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
101087,25000.0,20.2,82000.0,20.99,0.0,2.0,13.0,1.0,7131.0,93.8,37.0,0.0,0.0,0.0,0.0,0.0,196454.0,7600.0,0,0,4,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
70165,15000.0,18.75,61812.0,15.01,0.0,1.0,15.0,0.0,14365.0,97.1,17.0,0.0,0.0,0.0,0.0,234.0,42990.0,14800.0,0,0,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
50548,9250.0,19.72,31000.0,16.03,0.0,1.0,9.0,0.0,9354.0,56.7,20.0,943.69,9.4368999977,0.0,0.0,395.0,11769.0,16500.0,0,0,2,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
48117,15250.0,23.28,75000.0,12.8,0.0,0.0,9.0,1.0,15724.0,69.3,30.0,0.0,0.0,0.0,0.0,0.0,21911.0,22700.0,0,0,3,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
58637,9600.0,8.9,103064.0,11.59,0.0,3.0,13.0,0.0,6665.0,22.3,46.0,0.0,0.0,0.0,0.0,0.0,438904.0,29900.0,0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
47186,16000.0,8.9,96000.0,5.59,0.0,0.0,9.0,0.0,4446.0,10.5,26.0,0.0,0.0,0.0,0.0,0.0,662829.0,42500.0,0,0,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
74561,28000.0,14.33,120000.0,8.77,0.0,2.0,10.0,0.0,4837.0,43.7,28.0,1660.46,294.624000007,0.0,0.0,0.0,693499.0,8600.0,0,0,5,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
114901,14000.0,9.17,95000.0,22.55,0.0,1.0,21.0,1.0,16975.0,79.7,43.0,0.0,0.0,0.0,0.0,0.0,364582.0,21300.0,0,0,10,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
174548,6500.0,6.89,21000.0,3.09,0.0,1.0,3.0,0.0,1240.0,4.1,4.0,0.0,0.0,0.0,0.0,0.0,1240.0,30100.0,0,0,0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
65372,35000.0,16.29,200000.0,2.1,0.0,0.0,10.0,0.0,13284.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,322985.0,36900.0,0,0,10,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
169739,12000.0,19.19,63047.0,31.6,0.0,0.0,11.0,0.0,10768.0,61.5,24.0,0.0,0.0,0.0,0.0,0.0,67109.0,17500.0,0,0,5,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
56070,12000.0,8.9,48300.0,17.37,0.0,0.0,8.0,0.0,15173.0,46.4,17.0,0.0,0.0,0.0,0.0,0.0,30057.0,32700.0,0,0,2,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
36962,10000.0,13.68,50000.0,14.54,0.0,1.0,16.0,1.0,9584.0,54.8,21.0,0.0,0.0,0.0,0.0,0.0,167074.0,17500.0,0,0,4,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
60529,6175.0,17.77,27557.0,23.78,0.0,0.0,9.0,0.0,5990.0,76.8,21.0,0.0,0.0,0.0,0.0,0.0,15916.0,7800.0,0,0,10,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
127761,11125.0,13.98,28000.0,9.22,0.0,1.0,7.0,1.0,2871.0,43.5,16.0,1710.57,307.9026,1.0,0.0,93.0,64430.0,6600.0,0,0,1,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
71547,17000.0,16.29,85000.0,20.61,0.0,1.0,20.0,0.0,27115.0,67.6,32.0,0.0,0.0,0.0,0.0,0.0,59441.0,40100.0,0,0,10,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
122390,15800.0,14.49,106000.0,9.24,0.0,0.0,7.0,0.0,10943.0,72.5,17.0,0.0,0.0,0.0,0.0,0.0,22903.0,15400.0,0,1,10,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
100858,15000.0,10.99,120000.0,16.42,0.0,1.0,20.0,0.0,21778.0,52.5,38.0,0.0,0.0,0.0,0.0,0.0,403987.0,41500.0,0,0,10,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
42339,16000.0,16.29,64064.0,21.44,0.0,0.0,13.0,0.0,13757.0,84.4,49.0,0.0,0.0,0.0,0.0,0.0,113136.0,16300.0,0,0,10,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
107854,11000.0,18.24,35000.0,22.98,0.0,1.0,9.0,1.0,6944.0,27.7,18.0,0.0,0.0,0.0,0.0,0.0,25795.0,25100.0,0,0,9,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
76156,8500.0,14.09,30000.0,18.0,0.0,1.0,8.0,0.0,8692.0,86.9,18.0,0.0,0.0,0.0,0.0,0.0,18106.0,10000.0,0,0,6,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
31243,26750.0,16.78,75000.0,18.29,1.0,0.0,13.0,0.0,25136.0,49.9,35.0,0.0,0.0,0.0,0.0,0.0,221116.0,50400.0,0,0,5,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
44596,8000.0,15.31,37500.0,7.97,0.0,0.0,5.0,0.0,5778.0,46.2,23.0,0.0,0.0,0.0,0.0,0.0,35784.0,12500.0,0,0,10,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
54192,10000.0,18.49,125000.0,11.21,1.0,0.0,15.0,0.0,18554.0,70.0,46.0,0.0,0.0,0.0,0.0,0.0,52058.0,26500.0,0,0,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
181710,11200.0,23.99,29000.0,23.22,0.0,1.0,11.0,1.0,7994.0,54.0,16.0,0.0,0.0,0.0,0.0,0.0,144444.0,14800.0,0,0,8,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
194185,13750.0,24.5,43000.0,17.19,0.0,0.0,8.0,0.0,10293.0,39.6,22.0,0.0,0.0,0.0,0.0,0.0,14114.0,26000.0,1,0,8,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
120743,10000.0,10.15,45000.0,13.35,0.0,1.0,5.0,0.0,2817.0,80.5,26.0,0.0,0.0,0.0,0.0,0.0,32943.0,3500.0,0,1,7,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
118235,20625.0,18.24,47000.0,25.89,0.0,1.0,7.0,0.0,33306.0,71.2,15.0,0.0,0.0,0.0,0.0,0.0,40022.0,46800.0,0,1,10,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
87325,10000.0,6.62,34800.0,4.9,0.0,0.0,8.0,0.0,2589.0,10.4,9.0,0.0,0.0,0.0,0.0,0.0,2589.0,24900.0,0,0,8,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
189645,15000.0,17.86,31000.0,29.15,0.0,2.0,13.0,0.0,17166.0,65.0,20.0,0.0,0.0,0.0,0.0,0.0,27837.0,26400.0,0,0,1,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
34283,10825.0,15.88,31150.32,15.87,0.0,0.0,4.0,0.0,7222.0,70.8,14.0,1494.21,14.9421000006,0.0,0.0,0.0,14263.0,10200.0,0,0,1,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
141001,22000.0,24.08,75000.0,20.5,0.0,1.0,13.0,0.0,11474.0,40.5,35.0,0.0,0.0,0.0,0.0,0.0,337138.0,28300.0,0,1,8,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
25466,24000.0,16.78,70000.0,15.22,0.0,4.0,20.0,0.0,9867.0,15.6,48.0,0.0,0.0,0.0,0.0,0.0,52639.0,63200.0,0,0,3,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
81653,9000.0,7.62,50000.0,10.93,0.0,0.0,6.0,0.0,13576.0,29.4,21.0,0.0,0.0,0.0,0.0,0.0,13576.0,46100.0,0,0,10,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
35926,30000.0,23.5,110578.0,12.31,0.0,3.0,13.0,0.0,67365.0,50.1,29.0,0.0,0.0,0.0,0.0,0.0,465634.0,111700.0,0,0,8,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
